Name,Frequency,Confidence,Primary_Role,Affiliation,Variants,File_Count
They'Re Not,16,high,official,,,16
Serna,16,high,official,,,11
Kadena,16,high,legislator,,,9
Dickson,16,high,official,,,13
Santa,16,high,unknown,,,12
Huh,16,high,legislator,,,13
Caitlyn,16,high,public,"LFC joining me at
today to go over the
recommendation for the energy
minerals and",,10
Mohan,16,high,legislator,,,10
Barbara Webber,16,high,public,"Health Action New Mexico not
only do we stand in strong
support of this because of t",,14
Dennis,16,high,public,"Intel
corporation in levels health
systems who both strongly
support this legislat",,16
Burciaga,16,high,unknown,,,11
Amy,16,high,public,"Walgreens and the college of
pharmacy at madam chair and
mem",,14
Pajon,16,high,legislator,,,14
Linda Siegel,16,high,lobbyist,"Greater Albuquerque Medical
Association",,16
Steven,16,high,public,"New Mexico
association of realtors and we
stand in support of House Bill
eleven",,15
Zel,16,high,legislator,,,12
Paige,16,high,public,OSI,,13
Collins,16,high,legislator,,,10
Rain,16,high,legislator,,,13
Shando,16,high,legislator,,,14
Diego Jimenez,16,high,public,"Department of Finance
Administration",Jimenez,13
Teresa Casados,16,high,official,CYFD,Casados,11
Carol White,16,high,public,,White,12
Since,15,high,official,,,15
Chen,15,high,unknown,,,13
Poke,15,high,legislator,,,12
Terasas,15,high,legislator,,,13
New Mexicans,15,high,public,"Fratellis two years ago a bill
was introduced to raise about
half malpractice cap without a
plan for the PCS the governor
order a more balanced approach
can propose that we stop study
actuarial in development team to
work together on this complex
issue because all of us want to
keep New Mexicans safe here we
are now with the second bill
from the same author proposing
that we dropped the hospital
second",,15
Syriana,15,high,legislator,,,9
Tay,15,high,unknown,,,13
When We'Re,15,high,official,,,15
Pedigree,15,high,legislator,,,11
Props,15,high,official,,,8
Richard,15,high,public,UNM,,15
Sharon,15,high,unknown,,,15
Andrew,15,high,public,"Mexico voice for
children we would like to thank
sponsors for bring boards
imp",,13
Just One Last,15,high,official,,,14
Andrea,15,high,public,"Farmington
school board in Farmington New
Mexico please oppose H",,15
Pro,15,high,legislator,,,12
Hermio,15,high,legislator,,,13
Pat,15,high,public,"Otero consulting
registered lobbyist for prime
therapeutics and we rising
respectful opp",,15
Greg,15,high,public,Pera again,,14
Hotmail,15,high,legislator,,,11
Rebecca,15,high,public,"MFA to talk to you can
say more about it",,14
Antonio,15,high,lobbyist,Xcel Energy,,15
Allen,15,high,unknown,,,13
Campos For Bringing,15,high,legislator,,,10
Pope For Bringing,15,high,legislator,,,12
Wirth Is Excused,15,high,legislator,,,6
Lopez For Bringing,15,high,legislator,,,11
Role Metal,15,high,legislator,,,13
Any Other Discussion,15,high,official,,,14
Dewey,15,high,legislator,,,10
House,15,high,legislator,,Welcome To House,15
Armijo,15,high,official,,Carrie Armijo,14
We'Re Trying,15,high,public,,Trying,15
Denali Wilson,15,high,public,ACLU of New Mexico,Wilson,13
Terror,14,high,unknown,,,14
One More Question,14,high,official,,,13
Tarasas,14,high,legislator,,,10
Douglas,14,high,public,,,13
Position,14,high,official,,,14
Herrerra,14,high,legislator,,,13
Amanda Dick Peddie,14,high,public,DFA by I believe Meredith,,13
Hammond,14,high,unknown,,,8
Austin,14,high,public,"Nate Education
project and and the majority
vote and we stand in support of
HB e",,14
Sally,14,high,official,,,12
Adam,14,high,public,"NMSU Center for
Border Economic Development",,14
Mary,14,high,public,"DFA Micaela did a really
good job I think with the
o",,14
Patricia,14,high,public,"Mexico thank you for including
forty seven point five million
for investment into New Me",,10
Hey,14,high,legislator,,,14
Nancy,14,high,public,"Georgia to start a
pediatri",,14
Carrie Robin Bruder,14,high,lobbyist,"New Mexico
Medical Society",,11
Isel,14,high,legislator,,,13
Tollman,14,high,legislator,,,6
Lente For Bringing,14,high,legislator,,,7
Woods Boats,14,high,legislator,,,8
Dorsey,14,high,unknown,,,4
District Attorney,14,high,unknown,,Attorney,5
Which,14,high,legislator,,District Eleven Which,14
Being,14,high,official,,Thanks For Being,14
German,13,high,unknown,,,13
Santa Fe,13,high,public,"Brian
Eagolf to bring this suit
against us",,13
Sloan,13,high,official,,,11
Steinborg,13,high,legislator,,,12
Saana,13,high,legislator,,,9
Just For Clarification,13,high,official,,,13
You'Re Asking,13,high,official,,,12
Roper,13,high,unknown,,,5
Stand For Questions,13,high,official,,,13
John Lipshutz,13,high,lobbyist,"New Mexico Federation
of Labor",,12
You'Re Not,13,high,legislator,,,13
Beta,13,high,legislator,,,9
You'Re Going,13,high,official,,,13
Izzy,13,high,unknown,,,3
Kirk,13,high,public,"New
Mexico",,13
Rick,13,high,public,,,10
We'Re Looking,13,high,official,,,12
David Roddy,13,high,public,"New Mexico primary care
association health policy
director madam chair members of
the committe",,10
Jason Weaks,13,high,unknown,"Albuquerque downs racetrack and
casino we rest today to voice
neutrality to this legislation
at present we have some concerns
about some of the provisions in
the bill and how it might affect
our operations however we have
reached out to Representative
needed ease L",,9
Susan Loubet,13,high,public,,,10
Guessing,13,high,unknown,,,2
Gail,13,high,public,"New
Mexico environmental law center
The New Mexico environmental law
ce",,11
Expert Witness,13,high,legislator,,,9
Brandt Yes Ma,13,high,legislator,,,10
Burton,13,high,unknown,,,10
Robert Beatty,13,high,lobbyist,Robert F,,10
Tobison,13,high,legislator,,,13
Gonzalezia,13,high,legislator,,,9
Sedillo Lopez Any,13,high,legislator,,,10
Duke,13,high,legislator,,,8
Gina Morales,13,high,public,"JD and we represent
the city of Santa Fe",Morales,7
Already,13,high,official,,We'Ve Already,12
When You Talk,13,high,legislator,"DOT about how to
approach that",Talk,13
Scher,12,high,legislator,,,8
Debbie,12,high,public,"New Mexico
voices for children we support
this bill based on research that
finds t",,10
Are You Talking,12,high,legislator,,,11
Hernan,12,high,legislator,,,9
Superintendent,12,high,unknown,,,8
Earlier,12,high,official,,,12
Andrew Miner,12,high,public,"DFA and secretary cultural
Propst will give the agency
presentation after Andrew and I
go over the differences and
again this is agency code five
twenty one",,11
You'Ll See,12,high,official,,,10
Barreras,12,high,legislator,,,10
Bailey,12,high,unknown,,,7
You'Ve Got,12,high,legislator,,,12
Others,12,high,official,,,11
Roger,12,high,public,"Espanola police
department",,12
Because We'Re,12,high,legislator,,,12
Laying,12,high,legislator,,,11
Larry Sontag,12,high,public,"New
Mexico Business Coalition",,10
Ladda,12,high,legislator,,,7
Night We'Re,12,high,legislator,,,9
Megan,12,high,public,Kirtland Air Forc,,8
Over The Past,12,high,official,,,12
Lang,12,high,legislator,,,10
Moved To Pass,12,high,official,,,12
Jason,12,high,public,"Navajo technical university in
the vice president operations",,12
Julie,12,high,public,"Representative Liz Thomson but
to",,9
Brentley,12,high,legislator,,,10
While,12,high,official,,,12
Steinbor,12,high,legislator,,,12
Aument,12,high,legislator,,,10
Kernan For Bringing,12,high,legislator,,,8
Shar,12,high,legislator,,,3
Sindo,12,high,legislator,,,10
Collin,12,high,legislator,,,9
Gloria Doherty,12,high,public,"New Mexico
Nursing Association",,11
Diamond Is Excused,12,high,legislator,,,8
Whip,12,high,unknown,,,6
Turner,12,high,unknown,,,10
Joanne,12,high,official,,,10
Gallego,12,high,legislator,,,10
Green Yes Ma,12,high,legislator,,,10
Before We Move,12,high,official,,Move,12
Nicholas Cordoba,12,high,public,"New Mexico
Center along poverty we at the
center stand in support of",Cordoba,10
Dennis Are Representing,12,high,official,,Representing,12
Look,12,high,legislator,,When We Look,12
Wasn,11,high,official,,,11
Queen,11,high,legislator,,,11
But We'Re,11,high,official,,,11
Mclaughlin,11,high,unknown,,,5
Doug,11,high,legislator,,,10
Richardson,11,high,official,,,11
Are You Referring,11,high,legislator,,,10
Sale,11,high,official,,,10
Manager,11,high,official,"New
Mexico",,10
Real Quick,11,high,official,,,11
Gary,11,high,legislator,,,10
Under,11,high,official,,,11
Doll,11,high,legislator,,,10
Health Action New,11,high,official,,,11
Mark,11,high,legislator,,,11
Brandon,11,high,public,"New Mexico cattle growers we are
standing in strong support of
thi",,10
Woman,11,high,official,,,10
Scott Scanlon Registered,11,high,official,,,11
Nicole,11,high,public,"American
iconic in Pacific association
and I support HB one three one
twenty on",,9
Americans,11,high,lobbyist,Disabilities Act,,9
Kurt,11,high,public,Lutheran advocacy ministry,,11
Currently,11,high,official,,,11
Randy,11,high,public,,,9
One Last Thing,11,high,official,,,11
Percent,11,high,official,"Texas and Oklahoma
at current times of the years up
to ninety percent",,10
Gleim,11,high,legislator,,,8
Local,11,high,legislator,,,11
Around,11,high,legislator,,,11
Allison For Bringing,11,high,legislator,,,5
Joseph,11,high,public,,,10
Jane,11,high,public,,,11
Reeves,11,high,legislator,,,8
Cenic,11,high,unknown,,,7
Hamlet,11,high,legislator,,,8
Sedillo,11,high,legislator,,,11
After,11,high,unknown,,,11
Riel,11,high,legislator,,,8
Campos You'Re,11,high,legislator,,,11
Sedillo Lopez Seconded,11,high,legislator,,,9
Daniel Ivey Soto,11,high,legislator,,,8
Corman,11,high,legislator,,,9
Souls For Bringing,11,high,legislator,,,10
Sponsor,11,high,official,,,11
Quite,11,high,legislator,,,11
Trujillo For Bringing,11,high,legislator,,,9
From The Public,11,high,official,,,10
Steinborn Is Excused,11,high,legislator,,,7
Camposia,11,high,legislator,,,9
Hannah Burling,11,high,public,,,9
Townsend Yes Ma,11,high,legislator,,,8
Greg Frosted,11,high,public,,Frosted,8
Stewart For Her,11,high,legislator,,Her,11
Engineer,11,high,unknown,,State Engineer,5
Them,11,high,official,,One Of Them,10
Gentleman,11,high,official,"Senator doing it
for you I think the answer is
that that would not be in",Ladies And Gentleman,11
Board,11,high,legislator,,Stein Board,11
Christine Sims,11,high,expert,,Sims,5
Pope Yes Sanders,11,high,legislator,,Sanders,10
Really,10,high,public,,,10
Linnier,10,high,legislator,,,7
Gurola,10,high,legislator,,,8
Cohen,10,high,legislator,,,7
Ryan,10,high,public,"Mickelson and
company and we helped short line
railroads across the state of
New Mexico fin",,9
Bloch,10,high,legislator,,,7
Lujan Grisham,10,high,official,,,10
Common,10,high,legislator,,,7
Buck,10,high,legislator,,,10
Arturo Castillo,10,high,public,,,10
Chelsea,10,high,public,,,9
Blalock,10,high,official,,,8
Connor,10,high,unknown,,,8
Next We'Ll,10,high,legislator,,,10
Both,10,high,legislator,"LFC and Executive
recommendations transfer three
FTE from the marketing and
promotion program",,9
Pepin,10,high,unknown,,,3
Sully,10,high,unknown,,,6
Tear,10,high,unknown,,,8
Alex,10,high,public,,,10
Anderson Go Ahead,10,high,legislator,,,10
Tomorrow,10,high,legislator,,,9
Hasn,10,high,official,,,10
Last Year,10,high,official,,,9
Padilla For Sponsoring,10,high,legislator,,,7
Briefly,10,high,official,,,10
Derek,10,high,public,"New Mexico
voices for children tobacco use
and vaping are a serious problem
f",,9
You'Re Gonna,10,high,official,,,10
Khan,10,high,public,,,10
Nice To See,10,high,official,,,10
Eight,10,high,official,,,10
Person,10,high,official,"Navajo Nation would
be New Mexican because it some
Mexico issue should be dealt
with here locally so with that
are you thank you thank you
senator Senator Sedillo Lopez",,10
Gerry,10,high,public,,,10
Campbell,10,high,unknown,,,8
Linte,10,high,legislator,,,8
Tatiana Prieto,10,high,lobbyist,"ACLU of
New Mexico",,10
Kevin,10,high,public,,,9
Jennifer Weber,10,high,public,"New Mexico chamber of
commerce in support of the
committee substitut",,9
Course,10,high,legislator,,,10
City,10,high,legislator,,,9
Mike Miller,10,high,public,"Premium Basic
Petroleum Association",,9
Howard Hutchinson,10,high,public,"Coalition of
Arizona to Mexico counties",,9
Cormann,10,high,legislator,,,8
New Mexico Voices,10,high,official,,,10
Jaramilo,10,high,legislator,,,9
Dale Tinker,10,high,public,"New Mexico
Pharmacists Association",,9
Katie,10,high,public,,,10
Nine,10,high,legislator,,,10
Kristen,10,high,public,,,6
Oglesby,10,high,unknown,,,2
Bran,10,high,legislator,,,8
Padilla Votes,10,high,legislator,,,8
Hemphill Boats,10,high,legislator,,,5
Tobias,10,high,legislator,,,9
Yeo,10,high,official,,,7
Rodriguez Votes,10,high,official,,,8
Marilyn Beck,10,high,public,,,9
Steinborn We'Re,10,high,legislator,,,10
Each Of Us,10,high,legislator,,,5
Sapan Ski,10,high,legislator,,,10
Diane Mc,10,high,public,,,8
Anyone Else Wishing,10,high,legislator,,,8
Neighborhood,10,high,legislator,,,8
Kadina,10,high,official,,,6
Sanderson,10,high,legislator,,Bob Sanderson,8
Re,9,medium,legislator,,,7
Point Of Order,9,medium,official,,,9
Ward,9,medium,legislator,,,7
Yesterday,9,medium,official,,,8
Doctor,9,medium,public,,,9
Are You Asking,9,medium,legislator,,,9
Appreciate The Opportunity,9,medium,official,,,9
Just To Add,9,medium,official,,,9
Coleman,9,medium,legislator,,,9
Warren,9,medium,unknown,,,7
Monthly,9,medium,legislator,,,9
Wouldn,9,medium,official,,,9
When It Comes,9,medium,official,,,8
Colleagues,9,medium,official,,,9
Monica,9,medium,public,"D F a
Uh",,6
Put,9,medium,official,,,9
Bernadette Hardy,9,medium,public,"NMA to
vote",,7
Bach,9,medium,legislator,,,8
We'Re Getting,9,medium,official,,,8
Present,9,medium,official,,,9
House Bill Twenty,9,medium,official,,,7
Call,9,medium,official,"Torrance
County",,9
Just To Give,9,medium,official,,,8
Schardin Clarke,9,medium,official,,,9
Yeah We'Re,9,medium,official,,,9
Becky,9,medium,public,,,7
Represents,9,medium,official,,,9
Whenever,9,medium,official,,,9
They,9,medium,official,,,9
Online,9,medium,official,,,5
Process,9,medium,legislator,,,8
Cheryl,9,medium,public,,,9
Jerry,9,medium,public,,,9
Grace,9,medium,unknown,,,9
Li,9,medium,public,,,9
Gary Payton,9,medium,public,,,9
Cerrado,9,medium,legislator,,,9
Knows,9,medium,official,,,9
Parajan,9,medium,legislator,,,7
Tracy,9,medium,public,,,9
Dunkin,9,medium,legislator,,,6
Andreas,9,medium,public,,,8
Renzo Soto,9,medium,public,"Technet
we likewise appreciate the
intent",,5
Deborah Condit,9,medium,public,,,9
Joanna Strother,9,medium,public,"American lung association we
deeply care about the
relationship between
environmental and human health
and we strongly support Senate
bill eight thank you thank you",,9
Renewable,9,medium,legislator,,,7
Very,9,medium,public,,,9
Patrick Killen,9,medium,public,,,8
Sold,9,medium,legislator,,,9
Beverly,9,medium,public,"Jerry producers
of New Mexico we respectfully
oppose house bill fifty their
attorne",,8
Madam Pro Tem,9,medium,official,,,7
House Bill Three,9,medium,official,,,9
Woods For Bringing,9,medium,legislator,,,8
Norman,9,medium,public,,,8
Am,9,medium,official,,,9
Grant,9,medium,legislator,,,9
Daniel Williams,9,medium,public,"American civil liberties union
of New Mexico and we likewise
are very",,8
Padilla For His,9,medium,legislator,,,7
Diane,9,medium,public,,,8
Respectfully,9,medium,official,,,9
